Booking Time,Competitors Rates ($),Room Price ($),Local Events/Attractions,Length of Stay (nights),Room Availability,Room Type
26-04-2024 12:00,"130, 135, 125, 145",152,Marathon,4,5,Pro
15-04-2024 09:00,"120, 125, 115, 130",112,0,2,15,Standard
28-04-2024 08:00,"110, 115, 105, 120",122,0,4,13,Standard
04-04-2024 11:00,"125, 130, 120, 140",148,0,2,4,Pro
10-04-2024 08:00,"115, 120, 110, 130",97,0,2,13,Standard
01-04-2024 12:00,"130, 135, 125, 145",153,Marathon,2,2,Pro
19-04-2024 11:00,"125, 130, 120, 140",159,0,3,15,Pro
03-04-2024 09:00,"120, 125, 115, 130",120,0,4,16,Standard
13-04-2024 09:00,"110, 115, 105, 120",96,0,3,16,Standard
27-04-2024 11:30,"115, 120, 110, 130",144,0,3,18,Standard
06-04-2024 08:00,"110, 115, 105, 120",121,0,4,13,Standard
10-04-2024 10:00,"130, 135, 125, 145",126,Conference,3,14,Standard
02-04-2024 12:45,"125, 130, 120, 140",158,Concert,4,2,Pro
21-04-2024 13:00,"125, 130, 120, 140",149,Business convention,1,13,Pro
25-04-2024 11:00,"125, 130, 120, 140",149,Marathon,4,5,Pro
02-04-2024 08:00,"110, 115, 105, 120",129,0,4,18,Standard
20-04-2024 10:00,"110, 115, 105, 120",100,0,3,15,Standard
03-04-2024 09:00,"125, 130, 120, 140",127,Conference,2,4,Pro
04-04-2024 11:00,"120, 125, 115, 135",167,Concert,2,4,Pro
01-04-2024 09:00,"130, 135, 125, 145",145,0,2,4,Pro
08-04-2024 08:00,"125, 130, 120, 140",175,0,1,7,Pro
01-04-2024 12:00,"110, 115, 105, 120",84,0,4,9,Standard
01-04-2024 15:00,"110, 115, 105, 120",138,0,2,3,Pro
03-04-2024 14:00,"110, 115, 105, 120",81,0,1,15,Standard
03-04-2024 14:00,"125, 130, 120, 140",150,Concert,2,2,Pro
18-04-2024 08:00,"110, 115, 105, 120",114,0,3,13,Standard
15-04-2024 09:00,"115, 120, 110, 130",100,0,4,18,Standard
02-04-2024 08:00,"115, 120, 110, 130",93,0,1,15,Standard
09-04-2024 13:00,"115, 120, 110, 130",99,0,2,18,Standard
04-04-2024 11:00,"110, 115, 105, 120",120,0,2,4,Standard
27-04-2024 09:00,"125, 130, 120, 140",150,Conference,2,6,Pro
15-04-2024 11:30,"125, 130, 120, 140",133,Marathon,2,8,Pro
03-04-2024 14:00,"130, 135, 120, 125",115,0,4,7,Pro
06-04-2024 10:00,"125, 130, 120, 140",101,0,3,17,Pro
26-04-2024 08:00,"115, 120, 110, 130",94,0,3,13,Standard
14-04-2024 12:00,"110, 115, 105, 120",100,0,3,18,Standard
20-04-2024 12:00,"125, 130, 120, 140",172,Marathon,2,2,Pro
24-04-2024 08:00,"125, 130, 120, 140",164,Marathon,3,3,Pro
27-04-2024 11:30,"115, 120, 110, 130",106,0,3,17,Standard
26-04-2024 08:00,"130, 135, 125, 145",168,Food festival,4,2,Standard
24-04-2024 08:00,"125, 130, 120, 140",133,Marathon,3,3,Pro
20-04-2024 12:00,"125, 130, 120, 140",109,0,2,2,Pro
14-04-2024 12:00,"130, 135, 125, 145",148,0,4,13,Pro
01-04-2024 15:00,"125, 130, 120, 140",137,Marathon,3,4,Pro
03-04-2024 11:30,"130, 135, 125, 145",151,0,2,12,Standard
28-04-2024 08:00,"125, 130, 120, 140",92,Conference,4,3,Pro
17-04-2024 08:00,"125, 130, 120, 140",171,Food festival,2,7,Standard
23-04-2024 11:00,"110, 115, 105, 120",109,0,1,18,Standard
19-04-2024 11:00,"110, 115, 105, 120",101,0,2,20,Standard
26-04-2024 12:00,"130, 135, 125, 145",148,0,3,4,Pro
25-04-2024 09:00,"120, 125, 115, 130",95,0,3,17,Standard
22-04-2024 08:00,"120, 125, 115, 130",136,0,3,18,Standard
26-04-2024 12:00,"130, 135, 125, 145",146,0,4,6,Pro
26-04-2024 08:00,"120, 125, 115, 130",103,0,3,16,Standard
23-04-2024 11:00,"115, 120, 110, 130",170,0,3,14,Standard
19-04-2024 09:00,"125, 130, 120, 140",146,Conference,3,2,Pro
15-04-2024 11:30,"110, 115, 105, 120",103,0,3,13,Standard
20-04-2024 12:00,"115, 120, 110, 130",84,0,3,14,Standard
01-04-2024 15:00,"115, 120, 110, 130",103,0,3,13,Standard
21-04-2024 11:30,"125, 130, 120, 140",144,Marathon,1,4,Pro
09-04-2024 13:00,"120, 125, 115, 130",112,0,3,15,Standard
22-04-2024 12:00,"120, 125, 115, 130",125,0,2,3,Pro
19-04-2024 09:00,"125, 130, 120, 140",144,Marathon,4,4,Pro
28-04-2024 12:00,"130, 135, 125, 145",141,0,3,15,Standard
02-04-2024 08:00,"110, 115, 105, 120",80,0,3,16,Standard
06-04-2024 08:00,"120, 125, 115, 130",104,0,1,10,Standard
11-04-2024 08:00,"115, 120, 110, 130",105,0,3,11,Standard
29-04-2024 12:00,"130, 135, 125, 145",142,0,2,8,Pro
18-04-2024 08:00,"110, 115, 105, 120",125,0,2,15,Pro
25-04-2024 11:00,"115, 120, 110, 130",80,0,3,13,Pro
17-04-2024 10:00,"120, 125, 115, 130",80,0,3,17,Standard
05-04-2024 08:00,"115, 120, 110, 130",120,0,1,17,Standard
02-04-2024 12:45,"110, 115, 105, 120",125,0,4,16,Standard
11-04-2024 08:00,"130, 135, 125, 145",108,0,3,14,Pro
18-04-2024 12:00,"115, 120, 110, 130",93,0,3,12,Standard
13-04-2024 11:00,"125, 130, 120, 140",145,Concert,2,4,Pro
19-04-2024 09:00,"125, 130, 120, 140",172,Marathon,2,4,Pro
28-04-2024 10:00,"115, 120, 110, 130",100,0,4,13,Standard
06-04-2024 12:00,"120, 125, 115, 130",131,0,4,3,Standard
18-04-2024 10:00,"125, 130, 120, 140",160,Concert,2,13,Pro
20-04-2024 10:00,"115, 120, 110, 130",86,0,1,13,Standard
30-04-2024 08:00,"110, 115, 105, 120",108,0,3,12,Standard
29-04-2024 08:00,"115, 120, 110, 130",82,Conference,3,13,Standard
05-04-2024 12:00,"115, 120, 110, 130",102,0,3,18,Standard
26-04-2024 10:00,"125, 130, 120, 140",149,Concert,3,2,Pro
29-04-2024 08:00,"125, 130, 120, 140",93,0,3,18,Standard
30-04-2024 08:00,"125, 130, 120, 140",86,0,3,12,Standard
18-04-2024 08:00,"115, 120, 110, 130",83,0,1,18,Standard
09-04-2024 11:30,"130, 135, 125, 145",130,0,3,4,Pro
21-04-2024 09:00,"115, 120, 110, 130",91,0,3,14,Standard
27-04-2024 09:00,"125, 130, 120, 140",143,0,4,14,Standard
01-04-2024 09:00,"130, 135, 120, 125",149,Food festival,3,4,Standard
29-04-2024 12:00,"125, 130, 120, 140",134,0,3,4,Pro
12-04-2024 12:00,"120, 125, 115, 130",164,0,1,6,Standard
23-04-2024 09:00,"115, 120, 110, 130",96,0,4,2,Standard
16-04-2024 10:00,"120, 125, 115, 130",91,0,4,20,Standard
02-04-2024 08:00,"110, 115, 105, 120",93,0,3,7,Standard
22-04-2024 10:00,"130, 135, 125, 145",146,Concert,4,2,Pro
02-04-2024 08:00,"125, 130, 120, 140",110,0,3,15,Standard
26-04-2024 12:00,"120, 125, 115, 130",134,Conference,2,2,Pro
06-04-2024 10:00,"115, 120, 110, 130",111,Food festival,2,15,Standard
07-04-2024 11:00,"130, 135, 125, 145",118,0,3,16,Standard
15-04-2024 09:00,"115, 120, 110, 130",83,0,1,13,Standard
25-04-2024 11:00,"115, 120, 110, 130",126,0,3,14,Standard
01-04-2024 12:00,"125, 130, 120, 140",142,0,2,6,Pro
01-04-2024 12:00,"130, 135, 125, 145",163,Conference,2,2,Pro
25-04-2024 11:00,"130, 135, 120, 125",96,0,3,5,Standard
13-04-2024 09:00,"120, 125, 115, 130",114,Marathon,2,3,Pro
13-04-2024 11:00,"120, 125, 115, 135",105,Conference,3,11,Standard
05-04-2024 08:00,"130, 135, 125, 145",173,Concert,3,2,Pro
04-04-2024 09:30,"130, 135, 125, 145",110,Conference,3,15,Standard
09-04-2024 13:00,"125, 130, 120, 140",142,Conference,3,3,Pro
07-04-2024 11:00,"125, 130, 120, 140",176,Marathon,3,6,Pro
26-04-2024 08:00,"115, 120, 110, 130",111,0,3,11,Standard
28-04-2024 12:00,"115, 120, 110, 130",84,0,1,16,Standard
20-04-2024 12:00,"130, 135, 125, 145",129,Marathon,3,3,Pro
08-04-2024 08:00,"120, 125, 115, 130",125,0,1,16,Standard
02-04-2024 12:45,"115, 120, 110, 130",102,0,1,13,Standard
13-04-2024 11:00,"115, 120, 110, 130",86,0,3,14,Standard
03-04-2024 09:00,"115, 120, 110, 130",130,0,3,11,Standard
05-04-2024 12:00,"125, 130, 120, 140",145,0,2,3,Standard
22-04-2024 12:00,"115, 120, 110, 130",94,0,1,15,Standard
03-04-2024 11:30,"125, 130, 120, 140",162,0,3,17,Pro
09-04-2024 13:00,"120, 125, 115, 130",144,0,3,18,Standard
17-04-2024 10:00,"125, 130, 120, 140",128,0,3,10,Pro
01-04-2024 09:00,"125, 130, 120, 140",113,Food festival,4,10,Standard
30-04-2024 12:00,"125, 130, 120, 140",158,Marathon,4,3,Pro
22-04-2024 08:00,"130, 135, 125, 145",145,0,4,17,Pro
03-04-2024 09:00,"120, 125, 115, 130",123,0,3,17,Standard
22-04-2024 10:00,"120, 125, 115, 135",80,Conference,2,14,Pro
06-04-2024 10:00,"125, 130, 120, 140",136,Marathon,3,7,Pro
28-04-2024 10:00,"125, 130, 120, 140",116,Concert,3,2,Pro
26-04-2024 12:00,"125, 130, 120, 140",142,Conference,4,16,Pro
03-04-2024 11:30,"120, 125, 115, 130",90,0,2,12,Standard
01-04-2024 12:00,"125, 130, 120, 140",147,Marathon,2,2,Pro
07-04-2024 11:00,"125, 130, 120, 140",132,0,3,12,Standard
29-04-2024 12:00,"115, 120, 110, 130",88,0,3,11,Standard
03-04-2024 11:30,"125, 130, 120, 140",95,Food festival,3,14,Standard
10-04-2024 12:00,"125, 130, 120, 140",116,0,4,6,Pro
17-04-2024 10:00,"110, 115, 105, 120",90,0,3,14,Standard
17-04-2024 12:00,"120, 125, 115, 130",106,0,4,18,Standard
19-04-2024 09:00,"120, 125, 115, 130",118,0,3,14,Standard
29-04-2024 12:00,"115, 120, 110, 130",111,0,1,14,Standard
18-04-2024 12:00,"110, 115, 105, 120",92,0,4,13,Standard
07-04-2024 11:00,"120, 125, 115, 135",81,0,3,5,Pro
03-04-2024 14:00,"120, 125, 115, 130",156,0,1,9,Standard
29-04-2024 10:00,"110, 115, 105, 120",93,0,3,4,Standard
03-04-2024 11:30,"115, 120, 110, 130",123,0,3,6,Standard
09-04-2024 11:30,"120, 125, 115, 130",99,0,3,13,Standard
10-04-2024 12:00,"115, 120, 110, 130",127,0,3,15,Standard
26-04-2024 08:00,"125, 130, 120, 140",147,Conference,3,2,Pro
29-04-2024 10:00,"125, 130, 120, 140",167,Marathon,3,4,Pro
19-04-2024 11:00,"115, 120, 110, 130",109,0,1,15,Standard
23-04-2024 12:30,"125, 130, 120, 140",150,Marathon,3,4,Pro
03-04-2024 09:00,"130, 135, 125, 145",89,0,3,13,Standard
01-04-2024 15:00,"115, 120, 110, 130",95,0,3,12,Standard
14-04-2024 12:00,"125, 130, 120, 140",124,Marathon,3,4,Pro
29-04-2024 12:00,"120, 125, 115, 130",164,0,4,6,Standard
23-04-2024 12:30,"120, 125, 115, 130",145,0,4,10,Pro
28-04-2024 08:00,"115, 120, 110, 130",93,0,3,13,Standard
11-04-2024 10:00,"125, 130, 120, 140",95,0,4,18,Standard
20-04-2024 12:00,"125, 130, 120, 140",98,0,1,13,Pro
02-04-2024 12:45,"130, 135, 125, 145",165,Concert,1,2,Pro
27-04-2024 11:30,"110, 115, 105, 120",101,0,3,13,Standard
18-04-2024 08:00,"125, 130, 120, 140",150,Marathon,4,4,Pro
28-04-2024 08:00,"110, 115, 105, 120",97,0,2,18,Standard
26-04-2024 08:00,"120, 125, 115, 130",166,Food festival,3,12,Pro
07-04-2024 11:00,"120, 125, 115, 130",154,0,3,3,Pro
03-04-2024 11:30,"120, 125, 115, 130",94,0,3,12,Standard
30-04-2024 10:00,"120, 125, 115, 135",128,0,4,12,Pro
29-04-2024 12:00,"125, 130, 120, 140",136,Marathon,4,3,Pro
29-04-2024 12:00,"125, 130, 120, 140",121,Concert,2,6,Pro
29-04-2024 12:00,"130, 135, 125, 145",132,0,3,12,Pro
12-04-2024 10:00,"120, 125, 115, 130",132,0,2,6,Pro
07-04-2024 11:00,"115, 120, 110, 130",133,0,3,2,Pro
26-04-2024 10:00,"120, 125, 115, 135",100,0,1,15,Pro
11-04-2024 12:00,"125, 130, 120, 140",178,0,3,3,Pro
27-04-2024 13:00,"110, 115, 105, 120",113,0,3,17,Standard
08-04-2024 12:00,"120, 125, 115, 130",138,Marathon,2,6,Pro
15-04-2024 13:00,"115, 120, 110, 130",98,0,1,13,Standard
21-04-2024 13:00,"110, 115, 105, 120",125,0,3,9,Standard
12-04-2024 10:00,"115, 120, 110, 130",105,0,1,14,Standard
06-04-2024 10:00,"120, 125, 115, 135",151,0,3,3,Pro
15-04-2024 11:30,"115, 120, 110, 130",89,0,3,15,Standard
22-04-2024 10:00,"110, 115, 105, 120",84,0,3,15,Standard
26-04-2024 12:00,"125, 130, 120, 140",141,Concert,2,6,Pro
19-04-2024 09:00,"125, 130, 120, 140",126,Conference,4,11,Standard
27-04-2024 09:00,"115, 120, 110, 130",122,0,1,11,Standard
21-04-2024 09:00,"125, 130, 120, 140",123,Food festival,3,2,Pro
10-04-2024 08:00,"125, 130, 120, 140",180,Concert,3,2,Pro
16-04-2024 08:00,"125, 130, 120, 140",112,Food festival,2,5,Pro
23-04-2024 09:00,"120, 125, 115, 130",95,0,3,9,Standard
13-04-2024 11:00,"110, 115, 105, 120",95,0,3,14,Standard
20-04-2024 10:00,"110, 115, 105, 120",111,0,1,16,Standard
11-04-2024 10:00,"125, 130, 120, 140",163,Marathon,4,4,Pro
22-04-2024 08:00,"115, 120, 110, 130",110,0,3,11,Standard
19-04-2024 09:00,"130, 135, 125, 145",168,Marathon,2,3,Pro
22-04-2024 08:00,"120, 125, 115, 130",115,0,4,17,Standard
04-04-2024 08:00,"120, 125, 115, 130",89,0,1,16,Standard
14-04-2024 08:00,"120, 125, 115, 130",80,0,2,14,Standard
23-04-2024 11:00,"130, 135, 125, 145",141,Marathon,2,7,Pro
15-04-2024 09:00,"110, 115, 105, 120",112,0,2,18,Standard
07-04-2024 09:00,"115, 120, 110, 130",99,0,3,16,Standard
29-04-2024 08:00,"120, 125, 115, 130",83,0,4,18,Standard
04-04-2024 09:30,"120, 125, 115, 130",142,0,4,13,Standard
27-04-2024 11:30,"120, 125, 115, 130",112,0,3,14,Standard
10-04-2024 08:00,"125, 130, 120, 140",114,Marathon,3,4,Pro
20-04-2024 12:00,"130, 135, 125, 145",134,Concert,2,12,Pro
26-04-2024 08:00,"120, 125, 115, 130",145,0,3,5,Standard
17-04-2024 12:00,"125, 130, 120, 140",180,Conference,2,3,Pro
09-04-2024 13:00,"115, 120, 110, 130",124,0,3,19,Standard
26-04-2024 12:00,"125, 130, 120, 140",141,Conference,4,4,Pro
01-04-2024 09:00,"125, 130, 120, 140",138,0,4,3,Pro
10-04-2024 08:00,"120, 125, 115, 130",91,0,3,14,Standard
03-04-2024 14:00,"125, 130, 120, 140",94,Conference,3,12,Standard
21-04-2024 13:00,"130, 135, 125, 145",161,Concert,2,2,Pro
23-04-2024 11:00,"115, 120, 110, 130",113,Marathon,2,2,Standard
06-04-2024 12:00,"125, 130, 120, 140",128,Marathon,2,5,Pro
12-04-2024 08:00,"110, 115, 105, 120",85,0,1,13,Standard
20-04-2024 12:00,"125, 130, 120, 140",150,Food festival,2,4,Pro
02-04-2024 12:45,"115, 120, 110, 130",104,0,3,16,Standard
03-04-2024 09:00,"130, 135, 120, 125",152,Concert,3,2,Pro
02-04-2024 10:30,"125, 130, 120, 140",153,Marathon,2,7,Pro
07-04-2024 09:00,"115, 120, 110, 130",119,0,3,18,Standard
06-04-2024 10:00,"115, 120, 110, 130",103,0,3,15,Standard
14-04-2024 10:00,"125, 130, 120, 140",112,Food festival,2,4,Pro
15-04-2024 13:00,"115, 120, 110, 130",80,0,3,14,Standard
29-04-2024 12:00,"125, 130, 120, 140",150,0,2,5,Pro
04-04-2024 11:00,"130, 135, 125, 145",150,0,3,5,Pro
10-04-2024 10:00,"130, 135, 125, 145",125,0,3,2,Pro
26-04-2024 10:00,"130, 135, 125, 145",88,Food festival,2,3,Pro
18-04-2024 08:00,"120, 125, 115, 130",151,Marathon,2,4,Pro
01-04-2024 12:00,"130, 135, 125, 145",149,Marathon,4,2,Pro
10-04-2024 10:00,"120, 125, 115, 130",109,0,3,2,Standard
19-04-2024 09:00,"130, 135, 125, 145",165,Concert,3,4,Pro
13-04-2024 09:00,"130, 135, 125, 145",149,Conference,4,2,Pro
12-04-2024 08:00,"125, 130, 120, 140",131,Marathon,4,3,Pro
22-04-2024 12:00,"120, 125, 115, 130",123,0,3,16,Standard
17-04-2024 08:00,"125, 130, 120, 140",142,0,3,15,Standard
14-04-2024 12:00,"130, 135, 125, 145",150,Concert,3,5,Pro
02-04-2024 08:00,"115, 120, 110, 130",160,0,3,3,Pro
27-04-2024 13:00,"120, 125, 115, 130",154,Marathon,2,2,Pro
20-04-2024 10:00,"110, 115, 105, 120",83,0,3,12,Standard
14-04-2024 08:00,"125, 130, 120, 140",161,0,3,5,Pro
15-04-2024 11:30,"115, 120, 110, 130",80,0,2,18,Standard
30-04-2024 08:00,"130, 135, 120, 125",82,0,3,10,Standard
01-04-2024 09:00,"110, 115, 105, 120",84,0,1,16,Standard
07-04-2024 11:00,"115, 120, 110, 130",119,0,1,11,Standard
16-04-2024 10:00,"130, 135, 125, 145",152,Marathon,3,5,Pro
06-04-2024 12:00,"110, 115, 105, 120",91,0,1,15,Standard
15-04-2024 09:00,"110, 115, 105, 120",80,0,4,13,Standard
10-04-2024 12:00,"130, 135, 125, 145",170,0,4,2,Pro
20-04-2024 08:00,"120, 125, 115, 135",80,0,3,15,Standard
10-04-2024 12:00,"130, 135, 125, 145",121,Marathon,4,4,Pro
26-04-2024 12:00,"125, 130, 120, 140",130,Food festival,2,4,Pro
15-04-2024 09:00,"130, 135, 125, 145",145,0,4,3,Pro
23-04-2024 09:00,"125, 130, 120, 140",141,Conference,4,7,Pro
03-04-2024 11:30,"110, 115, 105, 120",102,0,1,14,Standard
14-04-2024 10:00,"130, 135, 120, 125",85,Concert,3,13,Standard
04-04-2024 11:00,"120, 125, 115, 130",154,0,2,6,Standard
05-04-2024 10:00,"110, 115, 105, 120",87,0,1,12,Standard
08-04-2024 08:00,"130, 135, 120, 125",106,Marathon,3,17,Pro
19-04-2024 09:00,"125, 130, 120, 140",151,Marathon,4,4,Pro
08-04-2024 12:00,"120, 125, 115, 130",124,0,2,6,Pro
16-04-2024 10:00,"130, 135, 120, 125",160,0,3,9,Standard
30-04-2024 08:00,"120, 125, 115, 130",143,0,2,6,Standard
22-04-2024 12:00,"115, 120, 110, 130",116,0,1,14,Standard
16-04-2024 08:00,"115, 120, 110, 130",139,0,3,18,Standard
24-04-2024 12:00,"130, 135, 125, 145",143,Marathon,2,3,Pro
23-04-2024 11:00,"130, 135, 125, 145",166,0,2,5,Pro
24-04-2024 08:00,"130, 135, 120, 125",142,0,1,8,Pro
23-04-2024 12:30,"115, 120, 110, 130",86,0,3,18,Standard
21-04-2024 13:00,"110, 115, 105, 120",134,Food festival,3,14,Standard
26-04-2024 08:00,"125, 130, 120, 140",156,Marathon,2,2,Pro
01-04-2024 15:00,"120, 125, 115, 130",135,0,1,17,Standard
16-04-2024 12:00,"110, 115, 105, 120",115,0,3,15,Standard
30-04-2024 08:00,"115, 120, 110, 130",80,0,2,15,Standard
13-04-2024 11:00,"130, 135, 120, 125",140,0,3,16,Pro
04-04-2024 09:30,"110, 115, 105, 120",140,0,2,16,Standard
05-04-2024 12:00,"120, 125, 115, 130",148,0,4,12,Standard
16-04-2024 08:00,"120, 125, 115, 130",145,Concert,3,4,Pro
21-04-2024 11:30,"115, 120, 110, 130",86,0,2,16,Standard
29-04-2024 12:00,"125, 130, 120, 140",155,0,2,5,Pro
28-04-2024 12:00,"115, 120, 110, 130",136,0,3,11,Standard
21-04-2024 09:00,"115, 120, 110, 130",80,0,3,18,Standard
08-04-2024 10:00,"120, 125, 115, 130",95,Business convention,3,2,Standard
04-04-2024 09:30,"130, 135, 125, 145",179,0,3,4,Pro
14-04-2024 08:00,"120, 125, 115, 130",91,0,3,19,Standard
23-04-2024 09:00,"125, 130, 120, 140",156,Conference,3,4,Pro
01-04-2024 09:00,"120, 125, 115, 130",123,0,2,14,Standard
09-04-2024 09:00,"115, 120, 110, 130",84,0,3,15,Standard
09-04-2024 09:00,"125, 130, 120, 140",124,0,3,5,Pro
14-04-2024 10:00,"115, 120, 110, 130",106,0,3,13,Standard
18-04-2024 08:00,"115, 120, 110, 130",89,0,3,12,Standard
28-04-2024 08:00,"110, 115, 105, 120",129,0,2,5,Pro
22-04-2024 12:00,"125, 130, 120, 140",125,Marathon,3,4,Pro
19-04-2024 09:00,"125, 130, 120, 140",131,Marathon,1,6,Pro
03-04-2024 11:30,"110, 115, 105, 120",80,0,4,12,Standard
18-04-2024 12:00,"115, 120, 110, 130",111,0,3,17,Standard
22-04-2024 10:00,"115, 120, 110, 130",131,Marathon,3,3,Pro
13-04-2024 09:00,"130, 135, 125, 145",147,0,4,3,Pro
17-04-2024 08:00,"120, 125, 115, 130",103,0,4,4,Standard
14-04-2024 10:00,"120, 125, 115, 130",110,0,2,5,Pro
27-04-2024 13:00,"110, 115, 105, 120",108,0,2,13,Standard
14-04-2024 12:00,"125, 130, 120, 140",167,Conference,3,11,Pro
17-04-2024 10:00,"120, 125, 115, 130",127,Concert,3,2,Pro
06-04-2024 10:00,"125, 130, 120, 140",168,Marathon,3,4,Pro
06-04-2024 08:00,"120, 125, 115, 130",86,0,1,17,Standard
04-04-2024 08:00,"110, 115, 105, 120",83,0,1,17,Standard
07-04-2024 11:00,"110, 115, 105, 120",80,0,3,14,Standard
11-04-2024 08:00,"120, 125, 115, 130",110,0,2,18,Standard
03-04-2024 11:30,"120, 125, 115, 135",144,0,3,18,Standard
19-04-2024 11:00,"120, 125, 115, 130",116,0,1,14,Standard
30-04-2024 08:00,"120, 125, 115, 130",92,0,3,7,Standard
24-04-2024 08:00,"130, 135, 125, 145",88,0,4,15,Standard
29-04-2024 10:00,"110, 115, 105, 120",80,0,4,13,Standard
22-04-2024 10:00,"130, 135, 125, 145",122,0,3,3,Pro
03-04-2024 09:00,"125, 130, 120, 140",119,Concert,2,2,Pro
24-04-2024 08:00,"115, 120, 110, 130",102,0,2,15,Standard
19-04-2024 09:00,"125, 130, 120, 140",141,Food festival,3,3,Pro
02-04-2024 08:00,"115, 120, 110, 130",135,0,2,14,Standard
17-04-2024 12:00,"115, 120, 110, 130",83,0,2,12,Standard
20-04-2024 12:00,"125, 130, 120, 140",153,Marathon,3,6,Pro
04-04-2024 09:30,"125, 130, 120, 140",141,Marathon,2,2,Pro
20-04-2024 08:00,"125, 130, 120, 140",149,Marathon,3,3,Pro
17-04-2024 12:00,"110, 115, 105, 120",94,0,1,14,Standard
26-04-2024 08:00,"130, 135, 125, 145",98,0,1,6,Pro
20-04-2024 08:00,"120, 125, 115, 130",90,0,4,13,Standard
05-04-2024 12:00,"130, 135, 125, 145",128,Marathon,2,4,Pro
25-04-2024 11:00,"120, 125, 115, 130",114,0,3,11,Standard
04-04-2024 09:30,"125, 130, 120, 140",171,Conference,3,4,Pro
17-04-2024 08:00,"120, 125, 115, 130",164,0,3,4,Pro
13-04-2024 09:00,"125, 130, 120, 140",144,Marathon,2,2,Pro
29-04-2024 12:00,"125, 130, 120, 140",153,Concert,4,3,Pro
05-04-2024 10:00,"120, 125, 115, 130",114,Business convention,1,13,Standard
04-04-2024 08:00,"120, 125, 115, 130",158,0,3,16,Standard
05-04-2024 12:00,"125, 130, 120, 140",126,Marathon,4,4,Pro
30-04-2024 08:00,"115, 120, 110, 130",85,0,2,15,Standard
11-04-2024 08:00,"130, 135, 125, 145",151,0,3,14,Standard
23-04-2024 11:00,"120, 125, 115, 130",137,Conference,3,3,Pro
26-04-2024 10:00,"130, 135, 125, 145",86,0,3,4,Pro
25-04-2024 09:00,"120, 125, 115, 135",169,0,4,13,Standard
09-04-2024 09:00,"110, 115, 105, 120",136,0,3,14,Pro
24-04-2024 10:00,"120, 125, 115, 130",147,Marathon,3,11,Standard
22-04-2024 12:00,"120, 125, 115, 130",113,0,3,13,Standard
12-04-2024 10:00,"120, 125, 115, 130",116,0,2,6,Pro
13-04-2024 09:00,"130, 135, 125, 145",180,0,4,5,Pro
15-04-2024 13:00,"130, 135, 125, 145",120,0,3,15,Standard
04-04-2024 09:30,"125, 130, 120, 140",136,Marathon,2,5,Pro
07-04-2024 11:00,"120, 125, 115, 135",104,0,3,8,Standard
18-04-2024 08:00,"110, 115, 105, 120",80,0,3,16,Standard
19-04-2024 09:00,"115, 120, 110, 130",138,0,4,11,Standard
07-04-2024 11:00,"115, 120, 110, 130",99,0,3,16,Standard
30-04-2024 10:00,"115, 120, 110, 130",124,Marathon,1,11,Standard
01-04-2024 15:00,"110, 115, 105, 120",93,0,2,12,Standard
11-04-2024 12:00,"130, 135, 125, 145",84,0,3,4,Pro
11-04-2024 10:00,"130, 135, 125, 145",161,0,3,11,Pro
18-04-2024 10:00,"130, 135, 125, 145",145,Concert,3,5,Pro
23-04-2024 12:30,"130, 135, 120, 125",142,Food festival,2,4,Pro
01-04-2024 15:00,"120, 125, 115, 130",97,0,3,17,Standard
22-04-2024 08:00,"115, 120, 110, 130",103,0,3,16,Standard
09-04-2024 11:30,"125, 130, 120, 140",118,Marathon,1,2,Pro
24-04-2024 10:00,"110, 115, 105, 120",112,0,3,14,Standard
09-04-2024 11:30,"115, 120, 110, 130",81,0,3,14,Standard
16-04-2024 08:00,"115, 120, 110, 130",107,0,4,12,Standard
23-04-2024 12:30,"125, 130, 120, 140",115,Marathon,3,2,Pro
06-04-2024 12:00,"115, 120, 110, 130",85,0,3,10,Standard
13-04-2024 09:00,"125, 130, 120, 140",155,Marathon,3,3,Pro
24-04-2024 12:00,"110, 115, 105, 120",84,0,1,19,Standard
24-04-2024 08:00,"110, 115, 105, 120",129,0,4,14,Standard
21-04-2024 13:00,"130, 135, 125, 145",140,Concert,2,5,Pro
04-04-2024 09:30,"115, 120, 110, 130",111,0,3,7,Standard
27-04-2024 09:00,"125, 130, 120, 140",131,Marathon,4,7,Pro
19-04-2024 11:00,"125, 130, 120, 140",156,Concert,3,2,Pro
12-04-2024 12:00,"110, 115, 105, 120",142,0,2,14,Standard
18-04-2024 12:00,"115, 120, 110, 130",106,0,3,14,Standard
15-04-2024 11:30,"115, 120, 110, 130",112,0,3,17,Standard
24-04-2024 10:00,"110, 115, 105, 120",112,0,4,20,Pro
25-04-2024 11:00,"115, 120, 110, 130",136,0,3,6,Standard
04-04-2024 11:00,"115, 120, 110, 130",110,0,3,19,Standard
04-04-2024 11:00,"120, 125, 115, 130",132,0,3,5,Standard
02-04-2024 08:00,"110, 115, 105, 120",83,0,4,16,Standard
29-04-2024 10:00,"115, 120, 110, 130",101,0,3,16,Standard
28-04-2024 10:00,"130, 135, 125, 145",160,0,4,13,Pro
02-04-2024 08:00,"110, 115, 105, 120",90,0,3,19,Standard
29-04-2024 12:00,"125, 130, 120, 140",132,Business convention,2,4,Pro
14-04-2024 12:00,"125, 130, 120, 140",140,Marathon,2,3,Pro
06-04-2024 12:00,"130, 135, 125, 145",180,0,2,2,Pro
