RoomPrice($),LocalEvents/Attractions,LengthofStay(nights),RoomAvailability,RoomType,Competitor1_Price,Competitor2_Price,Competitor3_Price,Competitor4_Price,,Booking Time
97,Concert,3,7,Pro,125,130,120,140,,29-04-2024 12:00
103,0,3,13,Standard,130,135,120,125,,11-04-2024 08:00
148,0,3,6,Pro,125,130,120,140,,03-04-2024 09:00
107,0,4,12,Standard,125,130,120,140,,24-04-2024 10:00
121,0,1,15,Standard,115,120,110,130,,17-04-2024 08:00
91,0,2,10,Standard,110,115,105,120,,26-04-2024 10:00
123,0,3,13,Standard,115,120,110,130,,20-04-2024 10:00
100,Marathon,3,3,Pro,125,130,120,140,,02-04-2024 08:00
156,Conference,2,2,Pro,125,130,120,140,,08-04-2024 12:00
83,0,3,15,Standard,110,115,105,120,,14-04-2024 08:00
123,0,1,14,Standard,110,115,105,120,,21-04-2024 09:00
177,Concert,1,6,Pro,125,130,120,140,,05-04-2024 12:00
105,0,3,12,Standard,110,115,105,120,,29-04-2024 10:00
104,0,1,16,Standard,120,125,115,130,,04-04-2024 08:00
123,Marathon,3,5,Pro,120,125,115,135,,08-04-2024 08:00
167,Concert,4,2,Pro,125,130,120,140,,24-04-2024 08:00
90,0,3,13,Standard,115,120,110,130,,20-04-2024 10:00
130,0,3,4,Pro,130,135,125,145,,18-04-2024 08:00
150,Concert,3,7,Standard,110,115,105,120,,17-04-2024 08:00
137,Marathon,2,14,Pro,130,135,125,145,,14-04-2024 10:00
105,Business convention,3,10,Standard,125,130,120,140,,26-04-2024 12:00
97,0,2,11,Standard,110,115,105,120,,07-04-2024 09:00
120,0,3,15,Standard,110,115,105,120,,06-04-2024 12:00
81,0,2,15,Standard,120,125,115,130,,01-04-2024 15:00
125,Marathon,3,5,Standard,130,135,125,145,,26-04-2024 12:00
147,0,1,2,Pro,130,135,125,145,,07-04-2024 09:00
80,0,4,2,Standard,110,115,105,120,,15-04-2024 13:00
158,Marathon,2,2,Pro,120,125,115,130,,29-04-2024 12:00
119,0,4,13,Standard,125,130,120,140,,23-04-2024 09:00
123,0,4,13,Standard,130,135,125,145,,28-04-2024 08:00
171,Marathon,3,4,Pro,120,125,115,130,,07-04-2024 09:00
112,0,2,17,Standard,120,125,115,130,,19-04-2024 09:00
132,0,3,3,Standard,120,125,115,130,,24-04-2024 10:00
104,0,1,11,Standard,120,125,115,130,,19-04-2024 09:00
128,Marathon,3,5,Pro,125,130,120,140,,30-04-2024 08:00
156,0,2,6,Pro,130,135,125,145,,29-04-2024 12:00
133,0,2,2,Standard,115,120,110,130,,07-04-2024 09:00
80,0,1,14,Standard,110,115,105,120,,04-04-2024 08:00
167,Conference,3,2,Pro,130,135,125,145,,10-04-2024 08:00
109,0,1,15,Standard,125,130,120,140,,30-04-2024 10:00
80,0,3,14,Standard,120,125,115,130,,08-04-2024 08:00
127,0,3,5,Pro,125,130,120,140,,04-04-2024 08:00
80,0,3,9,Standard,115,120,110,130,,28-04-2024 08:00
109,Concert,3,13,Pro,125,130,120,140,,19-04-2024 09:00
140,0,3,3,Pro,120,125,115,130,,04-04-2024 09:30
138,Marathon,3,3,Pro,125,130,120,140,,19-04-2024 09:00
134,Marathon,4,2,Pro,130,135,125,145,,26-04-2024 12:00
97,0,2,17,Standard,110,115,105,120,,22-04-2024 12:00
89,0,3,19,Standard,115,120,110,130,,02-04-2024 10:30
122,0,1,13,Standard,115,120,110,130,,22-04-2024 10:00
99,0,1,11,Standard,120,125,115,130,,02-04-2024 08:00
173,Marathon,3,10,Standard,125,130,120,140,,19-04-2024 09:00
136,0,3,3,Standard,120,125,115,130,,26-04-2024 12:00
96,0,4,17,Standard,120,125,115,130,,27-04-2024 11:30
95,0,3,13,Standard,125,130,120,140,,10-04-2024 08:00
156,Food festival,4,2,Pro,125,130,120,140,,16-04-2024 08:00
157,Marathon,3,4,Pro,125,130,120,140,,03-04-2024 09:00
153,0,3,7,Pro,120,125,115,130,,15-04-2024 09:00
129,0,2,2,Pro,125,130,120,140,,17-04-2024 10:00
104,0,4,12,Standard,115,120,110,130,,02-04-2024 08:00
97,0,1,14,Standard,115,120,110,130,,16-04-2024 10:00
122,0,3,13,Standard,115,120,110,130,,21-04-2024 13:00
91,0,1,16,Standard,115,120,110,130,,10-04-2024 12:00
107,0,4,14,Standard,120,125,115,130,,25-04-2024 11:00
98,0,4,20,Standard,110,115,105,120,,02-04-2024 08:00
160,Marathon,3,2,Pro,125,130,120,140,,28-04-2024 12:00
80,0,3,15,Standard,115,120,110,130,,01-04-2024 09:00
88,0,1,12,Standard,115,120,110,130,,30-04-2024 10:00
95,0,3,2,Standard,125,130,120,140,,19-04-2024 09:00
92,0,3,6,Standard,115,120,110,130,,03-04-2024 09:00
100,0,1,3,Standard,110,115,105,120,,28-04-2024 08:00
115,0,3,14,Standard,110,115,105,120,,04-04-2024 11:00
90,0,2,11,Pro,120,125,115,130,,10-04-2024 08:00
105,0,3,13,Standard,115,120,110,130,,01-04-2024 09:00
108,0,3,14,Standard,110,115,105,120,,18-04-2024 10:00
134,Marathon,2,2,Pro,125,130,120,140,,26-04-2024 12:00
152,Conference,2,6,Pro,125,130,120,140,,25-04-2024 09:00
131,0,4,5,Pro,130,135,125,145,,01-04-2024 09:00
126,0,3,13,Standard,115,120,110,130,,16-04-2024 08:00
80,0,4,12,Standard,110,115,105,120,,01-04-2024 09:00
134,Marathon,2,4,Pro,125,130,120,140,,08-04-2024 10:00
130,0,3,16,Standard,120,125,115,130,,24-04-2024 12:00
114,0,1,14,Standard,115,120,110,130,,27-04-2024 13:00
148,0,3,4,Standard,125,130,120,140,,24-04-2024 10:00
86,0,2,14,Standard,110,115,105,120,,18-04-2024 08:00
147,Concert,4,2,Pro,130,135,125,145,,08-04-2024 12:00
144,0,4,20,Pro,120,125,115,130,,26-04-2024 10:00
101,0,1,18,Standard,110,115,105,120,,15-04-2024 13:00
100,0,3,13,Standard,115,120,110,130,,01-04-2024 15:00
157,0,3,2,Pro,130,135,125,145,,03-04-2024 11:30
177,0,3,11,Pro,125,130,120,140,,16-04-2024 12:00
164,Marathon,1,14,Pro,125,130,120,140,,25-04-2024 11:00
80,0,3,17,Standard,115,120,110,130,,11-04-2024 10:00
111,0,3,17,Standard,120,125,115,130,,11-04-2024 10:00
111,0,3,11,Standard,115,120,110,130,,09-04-2024 09:00
120,0,4,14,Pro,110,115,105,120,,02-04-2024 10:30
91,0,2,15,Standard,115,120,110,130,,29-04-2024 12:00
167,Concert,3,5,Standard,110,115,105,120,,30-04-2024 10:00
140,Concert,2,2,Pro,125,130,120,140,,07-04-2024 09:00
96,0,1,16,Standard,120,125,115,135,,21-04-2024 13:00
164,Concert,4,6,Pro,130,135,125,145,,21-04-2024 13:00
138,0,2,2,Pro,120,125,115,130,,19-04-2024 11:00
158,Marathon,3,2,Pro,130,135,125,145,,01-04-2024 12:00
103,0,3,11,Standard,130,135,125,145,,15-04-2024 11:30
116,0,1,14,Standard,110,115,105,120,,02-04-2024 12:45
145,0,3,17,Standard,115,120,110,130,,01-04-2024 09:00
105,0,3,14,Standard,130,135,120,125,,04-04-2024 09:30
126,0,3,3,Pro,120,125,115,130,,04-04-2024 08:00
95,0,4,13,Standard,120,125,115,135,,26-04-2024 08:00
166,Marathon,2,2,Pro,130,135,125,145,,20-04-2024 12:00
150,Marathon,2,4,Pro,130,135,125,145,,20-04-2024 12:00
95,Marathon,4,4,Pro,125,130,120,140,,25-04-2024 09:00
106,0,1,13,Standard,110,115,105,120,,22-04-2024 08:00
143,Concert,3,3,Pro,125,130,120,140,,27-04-2024 09:00
95,0,3,6,Standard,110,115,105,120,,22-04-2024 12:00
180,Concert,3,3,Pro,125,130,120,140,,28-04-2024 08:00
138,0,3,3,Pro,120,125,115,130,,30-04-2024 08:00
84,0,3,15,Standard,120,125,115,130,,04-04-2024 11:00
109,0,4,15,Standard,110,115,105,120,,11-04-2024 10:00
80,0,1,15,Standard,115,120,110,130,,11-04-2024 10:00
98,0,2,15,Standard,115,120,110,130,,03-04-2024 11:30
150,Conference,4,8,Pro,125,130,120,140,,18-04-2024 10:00
119,0,1,16,Standard,110,115,105,120,,09-04-2024 13:00
168,Marathon,3,17,Pro,125,130,120,140,,05-04-2024 10:00
159,0,3,6,Standard,115,120,110,130,,04-04-2024 11:00
169,0,3,11,Standard,115,120,110,130,,04-04-2024 08:00
129,Concert,4,8,Pro,125,130,120,140,,05-04-2024 10:00
80,0,3,14,Standard,110,115,105,120,,02-04-2024 08:00
132,Marathon,2,3,Pro,125,130,120,140,,03-04-2024 14:00
142,Marathon,2,2,Pro,125,130,120,140,,20-04-2024 10:00
164,Conference,3,14,Pro,130,135,125,145,,21-04-2024 13:00
126,Concert,4,5,Pro,125,130,120,140,,09-04-2024 13:00
153,Marathon,3,4,Pro,130,135,125,145,,13-04-2024 09:00
81,0,3,15,Standard,110,115,105,120,,02-04-2024 08:00
96,0,3,14,Standard,110,115,105,120,,04-04-2024 11:00
102,0,3,7,Pro,110,115,105,120,,22-04-2024 12:00
143,0,3,11,Pro,120,125,115,130,,22-04-2024 08:00
129,0,4,11,Pro,110,115,105,120,,18-04-2024 12:00
172,Food festival,3,5,Pro,125,130,120,140,,24-04-2024 10:00
151,Concert,3,7,Pro,125,130,120,140,,02-04-2024 08:00
162,Conference,3,3,Standard,125,130,120,140,,09-04-2024 13:00
80,0,2,13,Standard,110,115,105,120,,11-04-2024 08:00
131,0,3,6,Pro,130,135,125,145,,25-04-2024 11:00
82,0,2,14,Standard,110,115,105,120,,16-04-2024 12:00
117,Concert,3,13,Pro,125,130,120,140,,20-04-2024 08:00
105,0,4,16,Standard,110,115,105,120,,15-04-2024 09:00
129,Marathon,1,7,Pro,125,130,120,140,,28-04-2024 12:00
130,0,2,13,Standard,115,120,110,130,,14-04-2024 12:00
142,0,1,13,Pro,130,135,125,145,,30-04-2024 08:00
117,0,3,18,Standard,130,135,125,145,,11-04-2024 08:00
103,0,1,14,Standard,120,125,115,130,,15-04-2024 09:00
81,0,1,12,Standard,120,125,115,130,,17-04-2024 12:00
114,Concert,1,14,Standard,125,130,120,140,,02-04-2024 12:45
103,0,3,14,Standard,110,115,105,120,,26-04-2024 08:00
80,0,1,10,Standard,115,120,110,130,,10-04-2024 12:00
122,0,3,11,Pro,120,125,115,130,,16-04-2024 12:00
173,Marathon,2,4,Pro,130,135,125,145,,19-04-2024 09:00
132,0,3,4,Pro,130,135,125,145,,30-04-2024 08:00
161,Marathon,2,6,Pro,125,130,120,140,,22-04-2024 10:00
152,Marathon,4,5,Pro,130,135,125,145,,26-04-2024 12:00
112,0,2,15,Standard,120,125,115,130,,15-04-2024 09:00
122,0,4,13,Standard,110,115,105,120,,28-04-2024 08:00
148,0,2,4,Pro,125,130,120,140,,04-04-2024 11:00
97,0,2,13,Standard,115,120,110,130,,10-04-2024 08:00
153,Marathon,2,2,Pro,130,135,125,145,,01-04-2024 12:00
159,0,3,15,Pro,125,130,120,140,,19-04-2024 11:00
120,0,4,16,Standard,120,125,115,130,,03-04-2024 09:00
96,0,3,16,Standard,110,115,105,120,,13-04-2024 09:00
144,0,3,18,Standard,115,120,110,130,,27-04-2024 11:30
121,0,4,13,Standard,110,115,105,120,,06-04-2024 08:00
126,Conference,3,14,Standard,130,135,125,145,,10-04-2024 10:00
158,Concert,4,2,Pro,125,130,120,140,,02-04-2024 12:45
149,Business convention,1,13,Pro,125,130,120,140,,21-04-2024 13:00
149,Marathon,4,5,Pro,125,130,120,140,,25-04-2024 11:00
129,0,4,18,Standard,110,115,105,120,,02-04-2024 08:00
100,0,3,15,Standard,110,115,105,120,,20-04-2024 10:00
127,Conference,2,4,Pro,125,130,120,140,,03-04-2024 09:00
167,Concert,2,4,Pro,120,125,115,135,,04-04-2024 11:00
145,0,2,4,Pro,130,135,125,145,,01-04-2024 09:00
175,0,1,7,Pro,125,130,120,140,,08-04-2024 08:00
84,0,4,9,Standard,110,115,105,120,,01-04-2024 12:00
138,0,2,3,Pro,110,115,105,120,,01-04-2024 15:00
81,0,1,15,Standard,110,115,105,120,,03-04-2024 14:00
150,Concert,2,2,Pro,125,130,120,140,,03-04-2024 14:00
114,0,3,13,Standard,110,115,105,120,,18-04-2024 08:00
100,0,4,18,Standard,115,120,110,130,,15-04-2024 09:00
93,0,1,15,Standard,115,120,110,130,,02-04-2024 08:00
99,0,2,18,Standard,115,120,110,130,,09-04-2024 13:00
120,0,2,4,Standard,110,115,105,120,,04-04-2024 11:00
150,Conference,2,6,Pro,125,130,120,140,,27-04-2024 09:00
133,Marathon,2,8,Pro,125,130,120,140,,15-04-2024 11:30
115,0,4,7,Pro,130,135,120,125,,03-04-2024 14:00
101,0,3,17,Pro,125,130,120,140,,06-04-2024 10:00
94,0,3,13,Standard,115,120,110,130,,26-04-2024 08:00
100,0,3,18,Standard,110,115,105,120,,14-04-2024 12:00
172,Marathon,2,2,Pro,125,130,120,140,,20-04-2024 12:00
164,Marathon,3,3,Pro,125,130,120,140,,24-04-2024 08:00
106,0,3,17,Standard,115,120,110,130,,27-04-2024 11:30
168,Food festival,4,2,Standard,130,135,125,145,,26-04-2024 08:00
133,Marathon,3,3,Pro,125,130,120,140,,24-04-2024 08:00
109,0,2,2,Pro,125,130,120,140,,20-04-2024 12:00
148,0,4,13,Pro,130,135,125,145,,14-04-2024 12:00
137,Marathon,3,4,Pro,125,130,120,140,,01-04-2024 15:00
151,0,2,12,Standard,130,135,125,145,,03-04-2024 11:30
92,Conference,4,3,Pro,125,130,120,140,,28-04-2024 08:00
171,Food festival,2,7,Standard,125,130,120,140,,17-04-2024 08:00
109,0,1,18,Standard,110,115,105,120,,23-04-2024 11:00
101,0,2,20,Standard,110,115,105,120,,19-04-2024 11:00
148,0,3,4,Pro,130,135,125,145,,26-04-2024 12:00
95,0,3,17,Standard,120,125,115,130,,25-04-2024 09:00
136,0,3,18,Standard,120,125,115,130,,22-04-2024 08:00
146,0,4,6,Pro,130,135,125,145,,26-04-2024 12:00
103,0,3,16,Standard,120,125,115,130,,26-04-2024 08:00
170,0,3,14,Standard,115,120,110,130,,23-04-2024 11:00
146,Conference,3,2,Pro,125,130,120,140,,19-04-2024 09:00
103,0,3,13,Standard,110,115,105,120,,15-04-2024 11:30
84,0,3,14,Standard,115,120,110,130,,20-04-2024 12:00
103,0,3,13,Standard,115,120,110,130,,01-04-2024 15:00
144,Marathon,1,4,Pro,125,130,120,140,,21-04-2024 11:30
112,0,3,15,Standard,120,125,115,130,,09-04-2024 13:00
125,0,2,3,Pro,120,125,115,130,,22-04-2024 12:00
144,Marathon,4,4,Pro,125,130,120,140,,19-04-2024 09:00
141,0,3,15,Standard,130,135,125,145,,28-04-2024 12:00
80,0,3,16,Standard,110,115,105,120,,02-04-2024 08:00
104,0,1,10,Standard,120,125,115,130,,06-04-2024 08:00
105,0,3,11,Standard,115,120,110,130,,11-04-2024 08:00
142,0,2,8,Pro,130,135,125,145,,29-04-2024 12:00
125,0,2,15,Pro,110,115,105,120,,18-04-2024 08:00
80,0,3,13,Pro,115,120,110,130,,25-04-2024 11:00
80,0,3,17,Standard,120,125,115,130,,17-04-2024 10:00
120,0,1,17,Standard,115,120,110,130,,05-04-2024 08:00
125,0,4,16,Standard,110,115,105,120,,02-04-2024 12:45
108,0,3,14,Pro,130,135,125,145,,11-04-2024 08:00
93,0,3,12,Standard,115,120,110,130,,18-04-2024 12:00
145,Concert,2,4,Pro,125,130,120,140,,13-04-2024 11:00
172,Marathon,2,4,Pro,125,130,120,140,,19-04-2024 09:00
100,0,4,13,Standard,115,120,110,130,,28-04-2024 10:00
131,0,4,3,Standard,120,125,115,130,,06-04-2024 12:00
160,Concert,2,13,Pro,125,130,120,140,,18-04-2024 10:00
86,0,1,13,Standard,115,120,110,130,,20-04-2024 10:00
108,0,3,12,Standard,110,115,105,120,,30-04-2024 08:00
82,Conference,3,13,Standard,115,120,110,130,,29-04-2024 08:00
102,0,3,18,Standard,115,120,110,130,,05-04-2024 12:00
149,Concert,3,2,Pro,125,130,120,140,,26-04-2024 10:00
93,0,3,18,Standard,125,130,120,140,,29-04-2024 08:00
86,0,3,12,Standard,125,130,120,140,,30-04-2024 08:00
83,0,1,18,Standard,115,120,110,130,,18-04-2024 08:00
130,0,3,4,Pro,130,135,125,145,,09-04-2024 11:30
91,0,3,14,Standard,115,120,110,130,,21-04-2024 09:00
143,0,4,14,Standard,125,130,120,140,,27-04-2024 09:00
149,Food festival,3,4,Standard,130,135,120,125,,01-04-2024 09:00
134,0,3,4,Pro,125,130,120,140,,29-04-2024 12:00
164,0,1,6,Standard,120,125,115,130,,12-04-2024 12:00
96,0,4,2,Standard,115,120,110,130,,23-04-2024 09:00
91,0,4,20,Standard,120,125,115,130,,16-04-2024 10:00
93,0,3,7,Standard,110,115,105,120,,02-04-2024 08:00
146,Concert,4,2,Pro,130,135,125,145,,22-04-2024 10:00
110,0,3,15,Standard,125,130,120,140,,02-04-2024 08:00
134,Conference,2,2,Pro,120,125,115,130,,26-04-2024 12:00
111,Food festival,2,15,Standard,115,120,110,130,,06-04-2024 10:00
118,0,3,16,Standard,130,135,125,145,,07-04-2024 11:00
83,0,1,13,Standard,115,120,110,130,,15-04-2024 09:00
126,0,3,14,Standard,115,120,110,130,,25-04-2024 11:00
142,0,2,6,Pro,125,130,120,140,,01-04-2024 12:00
163,Conference,2,2,Pro,130,135,125,145,,01-04-2024 12:00
96,0,3,5,Standard,130,135,120,125,,25-04-2024 11:00
114,Marathon,2,3,Pro,120,125,115,130,,13-04-2024 09:00
105,Conference,3,11,Standard,120,125,115,135,,13-04-2024 11:00
173,Concert,3,2,Pro,130,135,125,145,,05-04-2024 08:00
110,Conference,3,15,Standard,130,135,125,145,,04-04-2024 09:30
142,Conference,3,3,Pro,125,130,120,140,,09-04-2024 13:00
176,Marathon,3,6,Pro,125,130,120,140,,07-04-2024 11:00
111,0,3,11,Standard,115,120,110,130,,26-04-2024 08:00
84,0,1,16,Standard,115,120,110,130,,28-04-2024 12:00
129,Marathon,3,3,Pro,130,135,125,145,,20-04-2024 12:00
125,0,1,16,Standard,120,125,115,130,,08-04-2024 08:00
102,0,1,13,Standard,115,120,110,130,,02-04-2024 12:45
86,0,3,14,Standard,115,120,110,130,,13-04-2024 11:00
130,0,3,11,Standard,115,120,110,130,,03-04-2024 09:00
145,0,2,3,Standard,125,130,120,140,,05-04-2024 12:00
94,0,1,15,Standard,115,120,110,130,,22-04-2024 12:00
162,0,3,17,Pro,125,130,120,140,,03-04-2024 11:30
144,0,3,18,Standard,120,125,115,130,,09-04-2024 13:00
128,0,3,10,Pro,125,130,120,140,,17-04-2024 10:00
113,Food festival,4,10,Standard,125,130,120,140,,01-04-2024 09:00
158,Marathon,4,3,Pro,125,130,120,140,,30-04-2024 12:00
145,0,4,17,Pro,130,135,125,145,,22-04-2024 08:00
123,0,3,17,Standard,120,125,115,130,,03-04-2024 09:00
80,Conference,2,14,Pro,120,125,115,135,,22-04-2024 10:00
136,Marathon,3,7,Pro,125,130,120,140,,06-04-2024 10:00
116,Concert,3,2,Pro,125,130,120,140,,28-04-2024 10:00
142,Conference,4,16,Pro,125,130,120,140,,26-04-2024 12:00
90,0,2,12,Standard,120,125,115,130,,03-04-2024 11:30
147,Marathon,2,2,Pro,125,130,120,140,,01-04-2024 12:00
132,0,3,12,Standard,125,130,120,140,,07-04-2024 11:00
88,0,3,11,Standard,115,120,110,130,,29-04-2024 12:00
95,Food festival,3,14,Standard,125,130,120,140,,03-04-2024 11:30
116,0,4,6,Pro,125,130,120,140,,10-04-2024 12:00
90,0,3,14,Standard,110,115,105,120,,17-04-2024 10:00
106,0,4,18,Standard,120,125,115,130,,17-04-2024 12:00
118,0,3,14,Standard,120,125,115,130,,19-04-2024 09:00
111,0,1,14,Standard,115,120,110,130,,29-04-2024 12:00
92,0,4,13,Standard,110,115,105,120,,18-04-2024 12:00
81,0,3,5,Pro,120,125,115,135,,07-04-2024 11:00
156,0,1,9,Standard,120,125,115,130,,03-04-2024 14:00
93,0,3,4,Standard,110,115,105,120,,29-04-2024 10:00
123,0,3,6,Standard,115,120,110,130,,03-04-2024 11:30
99,0,3,13,Standard,120,125,115,130,,09-04-2024 11:30
127,0,3,15,Standard,115,120,110,130,,10-04-2024 12:00
147,Conference,3,2,Pro,125,130,120,140,,26-04-2024 08:00
167,Marathon,3,4,Pro,125,130,120,140,,29-04-2024 10:00
109,0,1,15,Standard,115,120,110,130,,19-04-2024 11:00
150,Marathon,3,4,Pro,125,130,120,140,,23-04-2024 12:30
89,0,3,13,Standard,130,135,125,145,,03-04-2024 09:00
95,0,3,12,Standard,115,120,110,130,,01-04-2024 15:00
124,Marathon,3,4,Pro,125,130,120,140,,14-04-2024 12:00
164,0,4,6,Standard,120,125,115,130,,29-04-2024 12:00
145,0,4,10,Pro,120,125,115,130,,23-04-2024 12:30
93,0,3,13,Standard,115,120,110,130,,28-04-2024 08:00
95,0,4,18,Standard,125,130,120,140,,11-04-2024 10:00
98,0,1,13,Pro,125,130,120,140,,20-04-2024 12:00
165,Concert,1,2,Pro,130,135,125,145,,02-04-2024 12:45
101,0,3,13,Standard,110,115,105,120,,27-04-2024 11:30
150,Marathon,4,4,Pro,125,130,120,140,,18-04-2024 08:00
97,0,2,18,Standard,110,115,105,120,,28-04-2024 08:00
166,Food festival,3,12,Pro,120,125,115,130,,26-04-2024 08:00
154,0,3,3,Pro,120,125,115,130,,07-04-2024 11:00
94,0,3,12,Standard,120,125,115,130,,03-04-2024 11:30
128,0,4,12,Pro,120,125,115,135,,30-04-2024 10:00
136,Marathon,4,3,Pro,125,130,120,140,,29-04-2024 12:00
121,Concert,2,6,Pro,125,130,120,140,,29-04-2024 12:00
132,0,3,12,Pro,130,135,125,145,,29-04-2024 12:00
132,0,2,6,Pro,120,125,115,130,,12-04-2024 10:00
133,0,3,2,Pro,115,120,110,130,,07-04-2024 11:00
100,0,1,15,Pro,120,125,115,135,,26-04-2024 10:00
178,0,3,3,Pro,125,130,120,140,,11-04-2024 12:00
113,0,3,17,Standard,110,115,105,120,,27-04-2024 13:00
138,Marathon,2,6,Pro,120,125,115,130,,08-04-2024 12:00
98,0,1,13,Standard,115,120,110,130,,15-04-2024 13:00
125,0,3,9,Standard,110,115,105,120,,21-04-2024 13:00
105,0,1,14,Standard,115,120,110,130,,12-04-2024 10:00
151,0,3,3,Pro,120,125,115,135,,06-04-2024 10:00
89,0,3,15,Standard,115,120,110,130,,15-04-2024 11:30
84,0,3,15,Standard,110,115,105,120,,22-04-2024 10:00
141,Concert,2,6,Pro,125,130,120,140,,26-04-2024 12:00
126,Conference,4,11,Standard,125,130,120,140,,19-04-2024 09:00
122,0,1,11,Standard,115,120,110,130,,27-04-2024 09:00
123,Food festival,3,2,Pro,125,130,120,140,,21-04-2024 09:00
180,Concert,3,2,Pro,125,130,120,140,,10-04-2024 08:00
112,Food festival,2,5,Pro,125,130,120,140,,16-04-2024 08:00
95,0,3,9,Standard,120,125,115,130,,23-04-2024 09:00
95,0,3,14,Standard,110,115,105,120,,13-04-2024 11:00
111,0,1,16,Standard,110,115,105,120,,20-04-2024 10:00
163,Marathon,4,4,Pro,125,130,120,140,,11-04-2024 10:00
110,0,3,11,Standard,115,120,110,130,,22-04-2024 08:00
168,Marathon,2,3,Pro,130,135,125,145,,19-04-2024 09:00
115,0,4,17,Standard,120,125,115,130,,22-04-2024 08:00
89,0,1,16,Standard,120,125,115,130,,04-04-2024 08:00
80,0,2,14,Standard,120,125,115,130,,14-04-2024 08:00
141,Marathon,2,7,Pro,130,135,125,145,,23-04-2024 11:00
112,0,2,18,Standard,110,115,105,120,,15-04-2024 09:00
99,0,3,16,Standard,115,120,110,130,,07-04-2024 09:00
83,0,4,18,Standard,120,125,115,130,,29-04-2024 08:00
142,0,4,13,Standard,120,125,115,130,,04-04-2024 09:30
112,0,3,14,Standard,120,125,115,130,,27-04-2024 11:30
114,Marathon,3,4,Pro,125,130,120,140,,10-04-2024 08:00
134,Concert,2,12,Pro,130,135,125,145,,20-04-2024 12:00
145,0,3,5,Standard,120,125,115,130,,26-04-2024 08:00
180,Conference,2,3,Pro,125,130,120,140,,17-04-2024 12:00
124,0,3,19,Standard,115,120,110,130,,09-04-2024 13:00
141,Conference,4,4,Pro,125,130,120,140,,26-04-2024 12:00
138,0,4,3,Pro,125,130,120,140,,01-04-2024 09:00
91,0,3,14,Standard,120,125,115,130,,10-04-2024 08:00
94,Conference,3,12,Standard,125,130,120,140,,03-04-2024 14:00
161,Concert,2,2,Pro,130,135,125,145,,21-04-2024 13:00
113,Marathon,2,2,Standard,115,120,110,130,,23-04-2024 11:00
128,Marathon,2,5,Pro,125,130,120,140,,06-04-2024 12:00
85,0,1,13,Standard,110,115,105,120,,12-04-2024 08:00
150,Food festival,2,4,Pro,125,130,120,140,,20-04-2024 12:00
104,0,3,16,Standard,115,120,110,130,,02-04-2024 12:45
152,Concert,3,2,Pro,130,135,120,125,,03-04-2024 09:00
153,Marathon,2,7,Pro,125,130,120,140,,02-04-2024 10:30
119,0,3,18,Standard,115,120,110,130,,07-04-2024 09:00
103,0,3,15,Standard,115,120,110,130,,06-04-2024 10:00
112,Food festival,2,4,Pro,125,130,120,140,,14-04-2024 10:00
80,0,3,14,Standard,115,120,110,130,,15-04-2024 13:00
150,0,2,5,Pro,125,130,120,140,,29-04-2024 12:00
150,0,3,5,Pro,130,135,125,145,,04-04-2024 11:00
125,0,3,2,Pro,130,135,125,145,,10-04-2024 10:00
88,Food festival,2,3,Pro,130,135,125,145,,26-04-2024 10:00
151,Marathon,2,4,Pro,120,125,115,130,,18-04-2024 08:00
149,Marathon,4,2,Pro,130,135,125,145,,01-04-2024 12:00
109,0,3,2,Standard,120,125,115,130,,10-04-2024 10:00
165,Concert,3,4,Pro,130,135,125,145,,19-04-2024 09:00
149,Conference,4,2,Pro,130,135,125,145,,13-04-2024 09:00
131,Marathon,4,3,Pro,125,130,120,140,,12-04-2024 08:00
123,0,3,16,Standard,120,125,115,130,,22-04-2024 12:00
142,0,3,15,Standard,125,130,120,140,,17-04-2024 08:00
150,Concert,3,5,Pro,130,135,125,145,,14-04-2024 12:00
160,0,3,3,Pro,115,120,110,130,,02-04-2024 08:00
154,Marathon,2,2,Pro,120,125,115,130,,27-04-2024 13:00
83,0,3,12,Standard,110,115,105,120,,20-04-2024 10:00
161,0,3,5,Pro,125,130,120,140,,14-04-2024 08:00
80,0,2,18,Standard,115,120,110,130,,15-04-2024 11:30
82,0,3,10,Standard,130,135,120,125,,30-04-2024 08:00
84,0,1,16,Standard,110,115,105,120,,01-04-2024 09:00
119,0,1,11,Standard,115,120,110,130,,07-04-2024 11:00
152,Marathon,3,5,Pro,130,135,125,145,,16-04-2024 10:00
91,0,1,15,Standard,110,115,105,120,,06-04-2024 12:00
80,0,4,13,Standard,110,115,105,120,,15-04-2024 09:00
170,0,4,2,Pro,130,135,125,145,,10-04-2024 12:00
80,0,3,15,Standard,120,125,115,135,,20-04-2024 08:00
121,Marathon,4,4,Pro,130,135,125,145,,10-04-2024 12:00
130,Food festival,2,4,Pro,125,130,120,140,,26-04-2024 12:00
145,0,4,3,Pro,130,135,125,145,,15-04-2024 09:00
141,Conference,4,7,Pro,125,130,120,140,,23-04-2024 09:00
102,0,1,14,Standard,110,115,105,120,,03-04-2024 11:30
85,Concert,3,13,Standard,130,135,120,125,,14-04-2024 10:00
154,0,2,6,Standard,120,125,115,130,,04-04-2024 11:00
87,0,1,12,Standard,110,115,105,120,,05-04-2024 10:00
106,Marathon,3,17,Pro,130,135,120,125,,08-04-2024 08:00
151,Marathon,4,4,Pro,125,130,120,140,,19-04-2024 09:00
124,0,2,6,Pro,120,125,115,130,,08-04-2024 12:00
