BookingTime,Competitors' Rates ($),Room Price ($),Local Events/Attractions,Length of Stay (nights),Room Availability,Room Type
20-04-2024 12:00,"130, 135, 125, 145",153,None,3,4,Pro
28-04-2024 12:00,"125, 130, 120, 140",180,Business convention,4,3,Pro
03-04-2024 09:00,"130, 135, 125, 145",148,None,2,11,Pro
28-04-2024 08:00,"125, 130, 120, 140",125,Food festival,3,3,Pro
22-04-2024 08:00,"125, 130, 120, 140",142,None,4,5,Standard
29-04-2024 08:00,"125, 130, 120, 140",112,Marathon,3,13,Pro
13-04-2024 09:00,"130, 135, 125, 145",174,None,3,2,Pro
27-04-2024 09:00,"110, 115, 105, 120",130,None,1,13,Standard
03-04-2024 09:00,"120, 125, 115, 130",85,None,3,15,Standard
14-04-2024 08:00,"125, 130, 120, 140",142,Conference,3,2,Pro
03-04-2024 09:00,"125, 130, 120, 140",126,Marathon,2,4,Pro
26-04-2024 08:00,"130, 135, 125, 145",143,None,3,4,Pro
14-04-2024 12:00,"125, 130, 120, 140",174,Conference,4,2,Pro
04-04-2024 11:00,"125, 130, 120, 140",141,None,3,4,Pro
22-04-2024 12:00,"125, 130, 120, 140",175,None,2,4,Pro
20-04-2024 08:00,"130, 135, 125, 145",150,None,3,2,Pro
29-04-2024 12:00,"120, 125, 115, 130",134,None,3,18,Pro
19-04-2024 09:00,"125, 130, 120, 140",164,None,2,13,Standard
07-04-2024 09:00,"115, 120, 110, 130",107,None,2,14,Standard
21-04-2024 13:00,"125, 130, 120, 140",125,Marathon,4,5,Pro
30-04-2024 08:00,"130, 135, 125, 145",140,None,3,8,Standard
14-04-2024 08:00,"130, 135, 125, 145",158,Marathon,2,7,Pro
28-04-2024 12:00,"130, 135, 125, 145",129,None,3,13,Standard
12-04-2024 10:00,"130, 135, 125, 145",166,Marathon,3,2,Pro
14-04-2024 10:00,"125, 130, 120, 140",127,None,1,18,Standard
08-04-2024 10:00,"110, 115, 105, 120",85,None,1,14,Standard
06-04-2024 08:00,"125, 130, 120, 140",99,Food festival,1,14,Standard
30-04-2024 08:00,"130, 135, 125, 145",98,None,3,5,Standard
14-04-2024 10:00,"125, 130, 120, 140",83,None,4,14,Standard
11-04-2024 10:00,"120, 125, 115, 130",106,None,3,14,Standard
01-04-2024 12:00,"130, 135, 125, 145",177,None,3,2,Pro
24-04-2024 12:00,"115, 120, 110, 130",83,None,3,14,Standard
26-04-2024 10:00,"115, 120, 110, 130",96,None,3,12,Standard
03-04-2024 11:30,"115, 120, 110, 130",109,None,1,15,Standard
21-04-2024 09:00,"120, 125, 115, 130",113,None,2,13,Standard
27-04-2024 09:00,"110, 115, 105, 120",90,None,1,18,Standard
30-04-2024 08:00,"115, 120, 110, 130",125,None,3,15,Standard
15-04-2024 09:00,"120, 125, 115, 135",105,None,3,14,Standard
10-04-2024 08:00,"130, 135, 125, 145",159,None,3,2,Pro
29-04-2024 12:00,"125, 130, 120, 140",138,Conference,3,2,Pro
19-04-2024 11:00,"120, 125, 115, 130",155,None,2,20,Pro
17-04-2024 12:00,"110, 115, 105, 120",80,None,3,13,Standard
18-04-2024 10:00,"125, 130, 120, 140",147,Concert,3,3,Pro
19-04-2024 11:00,"115, 120, 110, 130",131,None,3,11,Standard
04-04-2024 08:00,"120, 125, 115, 130",111,None,3,17,Pro
03-04-2024 09:00,"125, 130, 120, 140",143,None,3,5,Pro
19-04-2024 09:00,"120, 125, 115, 135",152,None,3,14,Standard
29-04-2024 08:00,"110, 115, 105, 120",80,None,3,15,Standard
16-04-2024 08:00,"130, 135, 125, 145",163,Concert,3,5,Pro
12-04-2024 12:00,"110, 115, 105, 120",90,None,1,17,Standard
17-04-2024 10:00,"130, 135, 120, 125",90,None,3,12,Standard
29-04-2024 12:00,"130, 135, 125, 145",159,None,3,4,Pro
24-04-2024 08:00,"120, 125, 115, 130",133,None,4,6,Pro
26-04-2024 12:00,"115, 120, 110, 130",95,None,2,18,Standard
25-04-2024 11:00,"125, 130, 120, 140",166,Concert,3,5,Pro
30-04-2024 12:00,"130, 135, 125, 145",124,Marathon,2,7,Pro
05-04-2024 10:00,"125, 130, 120, 140",173,Business convention,3,3,Pro
28-04-2024 08:00,"115, 120, 110, 130",83,None,4,14,Standard
14-04-2024 12:00,"130, 135, 125, 145",168,Concert,3,5,Pro
12-04-2024 08:00,"130, 135, 125, 145",80,None,3,19,Standard
27-04-2024 09:00,"110, 115, 105, 120",101,None,4,3,Standard
19-04-2024 09:00,"120, 125, 115, 135",128,None,4,7,Pro
27-04-2024 11:30,"125, 130, 120, 140",172,Food festival,3,2,Pro
20-04-2024 12:00,"130, 135, 125, 145",151,Marathon,2,2,Pro
28-04-2024 08:00,"120, 125, 115, 135",126,Conference,1,12,Standard
15-04-2024 11:30,"115, 120, 110, 130",116,None,3,14,Standard
26-04-2024 10:00,"130, 135, 125, 145",105,None,2,10,Standard
26-04-2024 10:00,"115, 120, 110, 130",82,None,1,14,Standard
22-04-2024 10:00,"110, 115, 105, 120",100,None,2,6,Standard
20-04-2024 12:00,"130, 135, 125, 145",157,Marathon,4,4,Pro
08-04-2024 12:00,"125, 130, 120, 140",137,Marathon,3,5,Pro
07-04-2024 09:00,"125, 130, 120, 140",134,None,2,2,Pro
01-04-2024 15:00,"115, 120, 110, 130",126,None,3,15,Standard
05-04-2024 10:00,"130, 135, 125, 145",140,None,4,2,Pro
27-04-2024 13:00,"115, 120, 110, 130",112,None,3,8,Standard
28-04-2024 12:00,"125, 130, 120, 140",123,None,3,5,Pro
18-04-2024 08:00,"110, 115, 105, 120",80,None,1,17,Standard
17-04-2024 12:00,"125, 130, 120, 140",130,Food festival,1,4,Standard
01-04-2024 09:00,"115, 120, 110, 130",121,None,3,15,Standard
03-04-2024 09:00,"115, 120, 110, 130",105,None,3,17,Standard
26-04-2024 12:00,"125, 130, 120, 140",127,Concert,3,2,Pro
15-04-2024 09:00,"130, 135, 125, 145",167,Marathon,2,2,Pro
16-04-2024 08:00,"120, 125, 115, 130",80,None,1,13,Standard
26-04-2024 12:00,"125, 130, 120, 140",160,Marathon,4,2,Pro
08-04-2024 12:00,"120, 125, 115, 130",131,None,3,13,Standard
05-04-2024 08:00,"125, 130, 120, 140",140,Concert,3,2,Pro
17-04-2024 12:00,"125, 130, 120, 140",132,Food festival,4,12,Standard
22-04-2024 08:00,"115, 120, 110, 130",80,None,2,14,Standard
01-04-2024 09:00,"115, 120, 110, 130",104,None,3,13,Standard
01-04-2024 12:00,"125, 130, 120, 140",155,Concert,3,6,Pro
09-04-2024 13:00,"120, 125, 115, 130",80,None,1,15,Standard
26-04-2024 08:00,"125, 130, 120, 140",152,None,4,2,Pro
27-04-2024 13:00,"115, 120, 110, 130",117,None,4,14,Pro
08-04-2024 12:00,"125, 130, 120, 140",149,Concert,2,4,Pro
22-04-2024 08:00,"110, 115, 105, 120",85,None,1,20,Standard
30-04-2024 10:00,"115, 120, 110, 130",113,None,3,12,Standard
05-04-2024 08:00,"110, 115, 105, 120",98,None,3,16,Standard
26-04-2024 12:00,"120, 125, 115, 135",151,None,3,16,Standard
20-04-2024 08:00,"130, 135, 125, 145",117,Marathon,3,6,Pro
01-04-2024 09:00,"130, 135, 125, 145",102,None,3,13,Standard
14-04-2024 08:00,"130, 135, 125, 145",162,Conference,4,4,Pro
03-04-2024 11:30,"125, 130, 120, 140",148,Conference,4,16,Pro
29-04-2024 12:00,"120, 125, 115, 130",158,None,2,2,Pro
18-04-2024 10:00,"120, 125, 115, 130",91,None,3,18,Standard
01-04-2024 09:00,"115, 120, 110, 130",106,None,3,16,Standard
01-04-2024 15:00,"130, 135, 125, 145",116,None,3,9,Standard
01-04-2024 12:00,"130, 135, 125, 145",171,Concert,2,5,Pro
27-04-2024 11:30,"120, 125, 115, 130",133,Conference,3,2,Pro
19-04-2024 09:00,"125, 130, 120, 140",180,Marathon,1,2,Pro
02-04-2024 12:45,"125, 130, 120, 140",84,None,4,16,Standard
04-04-2024 08:00,"120, 125, 115, 130",90,None,3,13,Standard
07-04-2024 11:00,"120, 125, 115, 130",124,None,2,15,Standard
13-04-2024 09:00,"115, 120, 110, 130",118,None,3,13,Standard
05-04-2024 12:00,"120, 125, 115, 130",80,None,2,17,Standard
19-04-2024 09:00,"130, 135, 125, 145",120,None,1,14,Standard
20-04-2024 10:00,"115, 120, 110, 130",99,None,1,18,Standard
27-04-2024 11:30,"110, 115, 105, 120",134,None,3,5,Standard
23-04-2024 12:30,"130, 135, 125, 145",162,None,3,8,Standard
14-04-2024 08:00,"125, 130, 120, 140",135,None,3,6,Pro
17-04-2024 08:00,"115, 120, 110, 130",80,None,1,10,Standard
29-04-2024 12:00,"125, 130, 120, 140",97,Concert,3,7,Pro
11-04-2024 08:00,"130, 135, 120, 125",103,None,3,13,Standard
03-04-2024 09:00,"125, 130, 120, 140",148,None,3,6,Pro
24-04-2024 10:00,"125, 130, 120, 140",107,None,4,12,Standard
17-04-2024 08:00,"115, 120, 110, 130",121,None,1,15,Standard
26-04-2024 10:00,"110, 115, 105, 120",91,None,2,10,Standard
20-04-2024 10:00,"115, 120, 110, 130",123,None,3,13,Standard
02-04-2024 08:00,"125, 130, 120, 140",100,Marathon,3,3,Pro
08-04-2024 12:00,"125, 130, 120, 140",156,Conference,2,2,Pro
14-04-2024 08:00,"110, 115, 105, 120",83,None,3,15,Standard
21-04-2024 09:00,"110, 115, 105, 120",123,None,1,14,Standard
05-04-2024 12:00,"125, 130, 120, 140",177,Concert,1,6,Pro
29-04-2024 10:00,"110, 115, 105, 120",105,None,3,12,Standard
04-04-2024 08:00,"120, 125, 115, 130",104,None,1,16,Standard
08-04-2024 08:00,"120, 125, 115, 135",123,Marathon,3,5,Pro
24-04-2024 08:00,"125, 130, 120, 140",167,Concert,4,2,Pro
20-04-2024 10:00,"115, 120, 110, 130",90,None,3,13,Standard
18-04-2024 08:00,"130, 135, 125, 145",130,None,3,4,Pro
17-04-2024 08:00,"110, 115, 105, 120",150,Concert,3,7,Standard
14-04-2024 10:00,"130, 135, 125, 145",137,Marathon,2,14,Pro
26-04-2024 12:00,"125, 130, 120, 140",105,Business convention,3,10,Standard
07-04-2024 09:00,"110, 115, 105, 120",97,None,2,11,Standard
06-04-2024 12:00,"110, 115, 105, 120",120,None,3,15,Standard
01-04-2024 15:00,"120, 125, 115, 130",81,None,2,15,Standard
26-04-2024 12:00,"130, 135, 125, 145",125,Marathon,3,5,Standard
07-04-2024 09:00,"130, 135, 125, 145",147,None,1,2,Pro
15-04-2024 13:00,"110, 115, 105, 120",80,None,4,2,Standard
29-04-2024 12:00,"120, 125, 115, 130",158,Marathon,2,2,Pro
23-04-2024 09:00,"125, 130, 120, 140",119,None,4,13,Standard
28-04-2024 08:00,"130, 135, 125, 145",123,None,4,13,Standard
07-04-2024 09:00,"120, 125, 115, 130",171,Marathon,3,4,Pro
19-04-2024 09:00,"120, 125, 115, 130",112,None,2,17,Standard
24-04-2024 10:00,"120, 125, 115, 130",132,None,3,3,Standard
19-04-2024 09:00,"120, 125, 115, 130",104,None,1,11,Standard
30-04-2024 08:00,"125, 130, 120, 140",128,Marathon,3,5,Pro
29-04-2024 12:00,"130, 135, 125, 145",156,None,2,6,Pro
07-04-2024 09:00,"115, 120, 110, 130",133,None,2,2,Standard
04-04-2024 08:00,"110, 115, 105, 120",80,None,1,14,Standard
10-04-2024 08:00,"130, 135, 125, 145",167,Conference,3,2,Pro
30-04-2024 10:00,"125, 130, 120, 140",109,None,1,15,Standard
08-04-2024 08:00,"120, 125, 115, 130",80,None,3,14,Standard
04-04-2024 08:00,"125, 130, 120, 140",127,None,3,5,Pro
28-04-2024 08:00,"115, 120, 110, 130",80,None,3,9,Standard
19-04-2024 09:00,"125, 130, 120, 140",109,Concert,3,13,Pro
04-04-2024 09:30,"120, 125, 115, 130",140,None,3,3,Pro
19-04-2024 09:00,"125, 130, 120, 140",138,Marathon,3,3,Pro
26-04-2024 12:00,"130, 135, 125, 145",134,Marathon,4,2,Pro
22-04-2024 12:00,"110, 115, 105, 120",97,None,2,17,Standard
02-04-2024 10:30,"115, 120, 110, 130",89,None,3,19,Standard
22-04-2024 10:00,"115, 120, 110, 130",122,None,1,13,Standard
02-04-2024 08:00,"120, 125, 115, 130",99,None,1,11,Standard
19-04-2024 09:00,"125, 130, 120, 140",173,Marathon,3,10,Standard
26-04-2024 12:00,"120, 125, 115, 130",136,None,3,3,Standard
27-04-2024 11:30,"120, 125, 115, 130",96,None,4,17,Standard
10-04-2024 08:00,"125, 130, 120, 140",95,None,3,13,Standard
16-04-2024 08:00,"125, 130, 120, 140",156,Food festival,4,2,Pro
03-04-2024 09:00,"125, 130, 120, 140",157,Marathon,3,4,Pro
15-04-2024 09:00,"120, 125, 115, 130",153,None,3,7,Pro
17-04-2024 10:00,"125, 130, 120, 140",129,None,2,2,Pro
02-04-2024 08:00,"115, 120, 110, 130",104,None,4,12,Standard
16-04-2024 10:00,"115, 120, 110, 130",97,None,1,14,Standard
21-04-2024 13:00,"115, 120, 110, 130",122,None,3,13,Standard
10-04-2024 12:00,"115, 120, 110, 130",91,None,1,16,Standard
25-04-2024 11:00,"120, 125, 115, 130",107,None,4,14,Standard
02-04-2024 08:00,"110, 115, 105, 120",98,None,4,20,Standard
28-04-2024 12:00,"125, 130, 120, 140",160,Marathon,3,2,Pro
01-04-2024 09:00,"115, 120, 110, 130",80,None,3,15,Standard
30-04-2024 10:00,"115, 120, 110, 130",88,None,1,12,Standard
19-04-2024 09:00,"125, 130, 120, 140",95,None,3,2,Standard
03-04-2024 09:00,"115, 120, 110, 130",92,None,3,6,Standard
28-04-2024 08:00,"110, 115, 105, 120",100,None,1,3,Standard
04-04-2024 11:00,"110, 115, 105, 120",115,None,3,14,Standard
10-04-2024 08:00,"120, 125, 115, 130",90,None,2,11,Pro
01-04-2024 09:00,"115, 120, 110, 130",105,None,3,13,Standard
18-04-2024 10:00,"110, 115, 105, 120",108,None,3,14,Standard
26-04-2024 12:00,"125, 130, 120, 140",134,Marathon,2,2,Pro
25-04-2024 09:00,"125, 130, 120, 140",152,Conference,2,6,Pro
01-04-2024 09:00,"130, 135, 125, 145",131,None,4,5,Pro
16-04-2024 08:00,"115, 120, 110, 130",126,None,3,13,Standard
01-04-2024 09:00,"110, 115, 105, 120",80,None,4,12,Standard
08-04-2024 10:00,"125, 130, 120, 140",134,Marathon,2,4,Pro
24-04-2024 12:00,"120, 125, 115, 130",130,None,3,16,Standard
27-04-2024 13:00,"115, 120, 110, 130",114,None,1,14,Standard
24-04-2024 10:00,"125, 130, 120, 140",148,None,3,4,Standard
18-04-2024 08:00,"110, 115, 105, 120",86,None,2,14,Standard
08-04-2024 12:00,"130, 135, 125, 145",147,Concert,4,2,Pro
26-04-2024 10:00,"120, 125, 115, 130",144,None,4,20,Pro
15-04-2024 13:00,"110, 115, 105, 120",101,None,1,18,Standard
01-04-2024 15:00,"115, 120, 110, 130",100,None,3,13,Standard
03-04-2024 11:30,"130, 135, 125, 145",157,None,3,2,Pro
16-04-2024 12:00,"125, 130, 120, 140",177,None,3,11,Pro
25-04-2024 11:00,"125, 130, 120, 140",164,Marathon,1,14,Pro
11-04-2024 10:00,"115, 120, 110, 130",80,None,3,17,Standard
11-04-2024 10:00,"120, 125, 115, 130",111,None,3,17,Standard
09-04-2024 09:00,"115, 120, 110, 130",111,None,3,11,Standard
02-04-2024 10:30,"110, 115, 105, 120",120,None,4,14,Pro
29-04-2024 12:00,"115, 120, 110, 130",91,None,2,15,Standard
30-04-2024 10:00,"110, 115, 105, 120",167,Concert,3,5,Standard
07-04-2024 09:00,"125, 130, 120, 140",140,Concert,2,2,Pro
21-04-2024 13:00,"120, 125, 115, 135",96,None,1,16,Standard
21-04-2024 13:00,"130, 135, 125, 145",164,Concert,4,6,Pro
19-04-2024 11:00,"120, 125, 115, 130",138,None,2,2,Pro
01-04-2024 12:00,"130, 135, 125, 145",158,Marathon,3,2,Pro
15-04-2024 11:30,"130, 135, 125, 145",103,None,3,11,Standard
02-04-2024 12:45,"110, 115, 105, 120",116,None,1,14,Standard
01-04-2024 09:00,"115, 120, 110, 130",145,None,3,17,Standard
04-04-2024 09:30,"130, 135, 120, 125",105,None,3,14,Standard
04-04-2024 08:00,"120, 125, 115, 130",126,None,3,3,Pro
26-04-2024 08:00,"120, 125, 115, 135",95,None,4,13,Standard
20-04-2024 12:00,"130, 135, 125, 145",166,Marathon,2,2,Pro
20-04-2024 12:00,"130, 135, 125, 145",150,Marathon,2,4,Pro
25-04-2024 09:00,"125, 130, 120, 140",95,Marathon,4,4,Pro
22-04-2024 08:00,"110, 115, 105, 120",106,None,1,13,Standard
27-04-2024 09:00,"125, 130, 120, 140",143,Concert,3,3,Pro
22-04-2024 12:00,"110, 115, 105, 120",95,None,3,6,Standard
28-04-2024 08:00,"125, 130, 120, 140",180,Concert,3,3,Pro
30-04-2024 08:00,"120, 125, 115, 130",138,None,3,3,Pro
04-04-2024 11:00,"120, 125, 115, 130",84,None,3,15,Standard
11-04-2024 10:00,"110, 115, 105, 120",109,None,4,15,Standard
11-04-2024 10:00,"115, 120, 110, 130",80,None,1,15,Standard
03-04-2024 11:30,"115, 120, 110, 130",98,None,2,15,Standard
18-04-2024 10:00,"125, 130, 120, 140",150,Conference,4,8,Pro
09-04-2024 13:00,"110, 115, 105, 120",119,None,1,16,Standard
05-04-2024 10:00,"125, 130, 120, 140",168,Marathon,3,17,Pro
04-04-2024 11:00,"115, 120, 110, 130",159,None,3,6,Standard
04-04-2024 08:00,"115, 120, 110, 130",169,None,3,11,Standard
05-04-2024 10:00,"125, 130, 120, 140",129,Concert,4,8,Pro
02-04-2024 08:00,"110, 115, 105, 120",80,None,3,14,Standard
03-04-2024 14:00,"125, 130, 120, 140",132,Marathon,2,3,Pro
20-04-2024 10:00,"125, 130, 120, 140",142,Marathon,2,2,Pro
21-04-2024 13:00,"130, 135, 125, 145",164,Conference,3,14,Pro
09-04-2024 13:00,"125, 130, 120, 140",126,Concert,4,5,Pro
13-04-2024 09:00,"130, 135, 125, 145",153,Marathon,3,4,Pro
02-04-2024 08:00,"110, 115, 105, 120",81,None,3,15,Standard
04-04-2024 11:00,"110, 115, 105, 120",96,None,3,14,Standard
22-04-2024 12:00,"110, 115, 105, 120",102,None,3,7,Pro
22-04-2024 08:00,"120, 125, 115, 130",143,None,3,11,Pro
18-04-2024 12:00,"110, 115, 105, 120",129,None,4,11,Pro
24-04-2024 10:00,"125, 130, 120, 140",172,Food festival,3,5,Pro
02-04-2024 08:00,"125, 130, 120, 140",151,Concert,3,7,Pro
09-04-2024 13:00,"125, 130, 120, 140",162,Conference,3,3,Standard
11-04-2024 08:00,"110, 115, 105, 120",80,None,2,13,Standard
25-04-2024 11:00,"130, 135, 125, 145",131,None,3,6,Pro
16-04-2024 12:00,"110, 115, 105, 120",82,None,2,14,Standard
20-04-2024 08:00,"125, 130, 120, 140",117,Concert,3,13,Pro
15-04-2024 09:00,"110, 115, 105, 120",105,None,4,16,Standard
28-04-2024 12:00,"125, 130, 120, 140",129,Marathon,1,7,Pro
14-04-2024 12:00,"115, 120, 110, 130",130,None,2,13,Standard
30-04-2024 08:00,"130, 135, 125, 145",142,None,1,13,Pro
11-04-2024 08:00,"130, 135, 125, 145",117,None,3,18,Standard
15-04-2024 09:00,"120, 125, 115, 130",103,None,1,14,Standard
17-04-2024 12:00,"120, 125, 115, 130",81,None,1,12,Standard
02-04-2024 12:45,"125, 130, 120, 140",114,Concert,1,14,Standard
26-04-2024 08:00,"110, 115, 105, 120",103,None,3,14,Standard
10-04-2024 12:00,"115, 120, 110, 130",80,None,1,10,Standard
16-04-2024 12:00,"120, 125, 115, 130",122,None,3,11,Pro
19-04-2024 09:00,"130, 135, 125, 145",173,Marathon,2,4,Pro
30-04-2024 08:00,"130, 135, 125, 145",132,None,3,4,Pro
22-04-2024 10:00,"125, 130, 120, 140",161,Marathon,2,6,Pro
26-04-2024 12:00,"130, 135, 125, 145",152,Marathon,4,5,Pro
15-04-2024 09:00,"120, 125, 115, 130",112,None,2,15,Standard
28-04-2024 08:00,"110, 115, 105, 120",122,None,4,13,Standard
04-04-2024 11:00,"125, 130, 120, 140",148,None,2,4,Pro
10-04-2024 08:00,"115, 120, 110, 130",97,None,2,13,Standard
01-04-2024 12:00,"130, 135, 125, 145",153,Marathon,2,2,Pro
19-04-2024 11:00,"125, 130, 120, 140",159,None,3,15,Pro
03-04-2024 09:00,"120, 125, 115, 130",120,None,4,16,Standard
13-04-2024 09:00,"110, 115, 105, 120",96,None,3,16,Standard
27-04-2024 11:30,"115, 120, 110, 130",144,None,3,18,Standard
06-04-2024 08:00,"110, 115, 105, 120",121,None,4,13,Standard
10-04-2024 10:00,"130, 135, 125, 145",126,Conference,3,14,Standard
02-04-2024 12:45,"125, 130, 120, 140",158,Concert,4,2,Pro
21-04-2024 13:00,"125, 130, 120, 140",149,Business convention,1,13,Pro
25-04-2024 11:00,"125, 130, 120, 140",149,Marathon,4,5,Pro
02-04-2024 08:00,"110, 115, 105, 120",129,None,4,18,Standard
20-04-2024 10:00,"110, 115, 105, 120",100,None,3,15,Standard
03-04-2024 09:00,"125, 130, 120, 140",127,Conference,2,4,Pro
04-04-2024 11:00,"120, 125, 115, 135",167,Concert,2,4,Pro
01-04-2024 09:00,"130, 135, 125, 145",145,None,2,4,Pro
08-04-2024 08:00,"125, 130, 120, 140",175,None,1,7,Pro
01-04-2024 12:00,"110, 115, 105, 120",84,None,4,9,Standard
01-04-2024 15:00,"110, 115, 105, 120",138,None,2,3,Pro
03-04-2024 14:00,"110, 115, 105, 120",81,None,1,15,Standard
03-04-2024 14:00,"125, 130, 120, 140",150,Concert,2,2,Pro
18-04-2024 08:00,"110, 115, 105, 120",114,None,3,13,Standard
15-04-2024 09:00,"115, 120, 110, 130",100,None,4,18,Standard
02-04-2024 08:00,"115, 120, 110, 130",93,None,1,15,Standard
09-04-2024 13:00,"115, 120, 110, 130",99,None,2,18,Standard
04-04-2024 11:00,"110, 115, 105, 120",120,None,2,4,Standard
27-04-2024 09:00,"125, 130, 120, 140",150,Conference,2,6,Pro
15-04-2024 11:30,"125, 130, 120, 140",133,Marathon,2,8,Pro
03-04-2024 14:00,"130, 135, 120, 125",115,None,4,7,Pro
06-04-2024 10:00,"125, 130, 120, 140",101,None,3,17,Pro
26-04-2024 08:00,"115, 120, 110, 130",94,None,3,13,Standard
14-04-2024 12:00,"110, 115, 105, 120",100,None,3,18,Standard
20-04-2024 12:00,"125, 130, 120, 140",172,Marathon,2,2,Pro
24-04-2024 08:00,"125, 130, 120, 140",164,Marathon,3,3,Pro
27-04-2024 11:30,"115, 120, 110, 130",106,None,3,17,Standard
26-04-2024 08:00,"130, 135, 125, 145",168,Food festival,4,2,Standard
24-04-2024 08:00,"125, 130, 120, 140",133,Marathon,3,3,Pro
20-04-2024 12:00,"125, 130, 120, 140",109,None,2,2,Pro
14-04-2024 12:00,"130, 135, 125, 145",148,None,4,13,Pro
01-04-2024 15:00,"125, 130, 120, 140",137,Marathon,3,4,Pro
03-04-2024 11:30,"130, 135, 125, 145",151,None,2,12,Standard
28-04-2024 08:00,"125, 130, 120, 140",92,Conference,4,3,Pro
17-04-2024 08:00,"125, 130, 120, 140",171,Food festival,2,7,Standard
23-04-2024 11:00,"110, 115, 105, 120",109,None,1,18,Standard
19-04-2024 11:00,"110, 115, 105, 120",101,None,2,20,Standard
26-04-2024 12:00,"130, 135, 125, 145",148,None,3,4,Pro
25-04-2024 09:00,"120, 125, 115, 130",95,None,3,17,Standard
22-04-2024 08:00,"120, 125, 115, 130",136,None,3,18,Standard
26-04-2024 12:00,"130, 135, 125, 145",146,None,4,6,Pro
26-04-2024 08:00,"120, 125, 115, 130",103,None,3,16,Standard
23-04-2024 11:00,"115, 120, 110, 130",170,None,3,14,Standard
19-04-2024 09:00,"125, 130, 120, 140",146,Conference,3,2,Pro
15-04-2024 11:30,"110, 115, 105, 120",103,None,3,13,Standard
20-04-2024 12:00,"115, 120, 110, 130",84,None,3,14,Standard
01-04-2024 15:00,"115, 120, 110, 130",103,None,3,13,Standard
21-04-2024 11:30,"125, 130, 120, 140",144,Marathon,1,4,Pro
09-04-2024 13:00,"120, 125, 115, 130",112,None,3,15,Standard
22-04-2024 12:00,"120, 125, 115, 130",125,None,2,3,Pro
19-04-2024 09:00,"125, 130, 120, 140",144,Marathon,4,4,Pro
28-04-2024 12:00,"130, 135, 125, 145",141,None,3,15,Standard
02-04-2024 08:00,"110, 115, 105, 120",80,None,3,16,Standard
06-04-2024 08:00,"120, 125, 115, 130",104,None,1,10,Standard
11-04-2024 08:00,"115, 120, 110, 130",105,None,3,11,Standard
29-04-2024 12:00,"130, 135, 125, 145",142,None,2,8,Pro
18-04-2024 08:00,"110, 115, 105, 120",125,None,2,15,Pro
25-04-2024 11:00,"115, 120, 110, 130",80,None,3,13,Pro
17-04-2024 10:00,"120, 125, 115, 130",80,None,3,17,Standard
05-04-2024 08:00,"115, 120, 110, 130",120,None,1,17,Standard
02-04-2024 12:45,"110, 115, 105, 120",125,None,4,16,Standard
11-04-2024 08:00,"130, 135, 125, 145",108,None,3,14,Pro
18-04-2024 12:00,"115, 120, 110, 130",93,None,3,12,Standard
13-04-2024 11:00,"125, 130, 120, 140",145,Concert,2,4,Pro
19-04-2024 09:00,"125, 130, 120, 140",172,Marathon,2,4,Pro
28-04-2024 10:00,"115, 120, 110, 130",100,None,4,13,Standard
06-04-2024 12:00,"120, 125, 115, 130",131,None,4,3,Standard
18-04-2024 10:00,"125, 130, 120, 140",160,Concert,2,13,Pro
20-04-2024 10:00,"115, 120, 110, 130",86,None,1,13,Standard
30-04-2024 08:00,"110, 115, 105, 120",108,None,3,12,Standard
29-04-2024 08:00,"115, 120, 110, 130",82,Conference,3,13,Standard
05-04-2024 12:00,"115, 120, 110, 130",102,None,3,18,Standard
26-04-2024 10:00,"125, 130, 120, 140",149,Concert,3,2,Pro
29-04-2024 08:00,"125, 130, 120, 140",93,None,3,18,Standard
30-04-2024 08:00,"125, 130, 120, 140",86,None,3,12,Standard
20-04-2024 10:00,"115, 120, 110, 130",100,None,3,15,Standard
18-04-2024 08:00,"115, 120, 110, 130",83,None,1,18,Standard
09-04-2024 11:30,"130, 135, 125, 145",130,None,3,4,Pro
21-04-2024 09:00,"115, 120, 110, 130",91,None,3,14,Standard
27-04-2024 09:00,"125, 130, 120, 140",143,None,4,14,Standard
01-04-2024 09:00,"130, 135, 120, 125",149,Food festival,3,4,Standard
29-04-2024 12:00,"125, 130, 120, 140",134,None,3,4,Pro
12-04-2024 12:00,"120, 125, 115, 130",164,None,1,6,Standard
23-04-2024 09:00,"115, 120, 110, 130",96,None,4,2,Standard
30-04-2024 12:00,"125, 130, 120, 140",180,Marathon,3,6,Pro
16-04-2024 10:00,"120, 125, 115, 130",91,None,4,20,Standard
02-04-2024 08:00,"110, 115, 105, 120",93,None,3,7,Standard
22-04-2024 10:00,"130, 135, 125, 145",146,Concert,4,2,Pro
02-04-2024 08:00,"125, 130, 120, 140",110,None,3,15,Standard
26-04-2024 12:00,"120, 125, 115, 130",134,Conference,2,2,Pro
06-04-2024 10:00,"115, 120, 110, 130",111,Food festival,2,15,Standard
07-04-2024 11:00,"130, 135, 125, 145",118,None,3,16,Standard
15-04-2024 09:00,"115, 120, 110, 130",83,None,1,13,Standard
25-04-2024 11:00,"115, 120, 110, 130",126,None,3,14,Standard
01-04-2024 12:00,"125, 130, 120, 140",142,None,2,6,Pro
01-04-2024 12:00,"130, 135, 125, 145",163,Conference,2,2,Pro
25-04-2024 11:00,"130, 135, 120, 125",96,None,3,5,Standard
13-04-2024 09:00,"120, 125, 115, 130",114,Marathon,2,3,Pro
